# depth maps
# file: 'rgbd_dataset_freiburg3_nostructure_texture_near_withloop_validation.bag'
# timestamp filename
1341840197.606183 depth/1341840197.606183.png
1341840197.616143 depth/1341840197.616143.png
1341840197.649679 depth/1341840197.649679.png
1341840197.684180 depth/1341840197.684180.png
1341840197.717183 depth/1341840197.717183.png
1341840197.749178 depth/1341840197.749178.png
1341840197.781133 depth/1341840197.781133.png
1341840197.817159 depth/1341840197.817159.png
1341840197.849559 depth/1341840197.849559.png
1341840197.881097 depth/1341840197.881097.png
1341840197.917167 depth/1341840197.917167.png
1341840197.949168 depth/1341840197.949168.png
1341840197.985073 depth/1341840197.985073.png
1341840198.017123 depth/1341840198.017123.png
1341840198.049031 depth/1341840198.049031.png
1341840198.085186 depth/1341840198.085186.png
1341840198.117373 depth/1341840198.117373.png
1341840198.149189 depth/1341840198.149189.png
1341840198.185180 depth/1341840198.185180.png
1341840198.217114 depth/1341840198.217114.png
1341840198.249120 depth/1341840198.249120.png
1341840198.285085 depth/1341840198.285085.png
1341840198.317016 depth/1341840198.317016.png
1341840198.349472 depth/1341840198.349472.png
1341840198.385175 depth/1341840198.385175.png
1341840198.417209 depth/1341840198.417209.png
1341840198.449186 depth/1341840198.449186.png
1341840198.485880 depth/1341840198.485880.png
1341840198.518883 depth/1341840198.518883.png
1341840198.553160 depth/1341840198.553160.png
1341840198.585150 depth/1341840198.585150.png
1341840198.617113 depth/1341840198.617113.png
1341840198.653293 depth/1341840198.653293.png
1341840198.685131 depth/1341840198.685131.png
1341840198.717253 depth/1341840198.717253.png
1341840198.753364 depth/1341840198.753364.png
1341840198.785063 depth/1341840198.785063.png
1341840198.817244 depth/1341840198.817244.png
1341840198.853081 depth/1341840198.853081.png
1341840198.885838 depth/1341840198.885838.png
1341840198.921082 depth/1341840198.921082.png
1341840198.952992 depth/1341840198.952992.png
1341840198.985070 depth/1341840198.985070.png
1341840199.021090 depth/1341840199.021090.png
1341840199.052940 depth/1341840199.052940.png
1341840199.089927 depth/1341840199.089927.png
1341840199.121168 depth/1341840199.121168.png
1341840199.153461 depth/1341840199.153461.png
1341840199.189162 depth/1341840199.189162.png
1341840199.221115 depth/1341840199.221115.png
1341840199.257232 depth/1341840199.257232.png
1341840199.289144 depth/1341840199.289144.png
1341840199.321031 depth/1341840199.321031.png
1341840199.357635 depth/1341840199.357635.png
1341840199.389128 depth/1341840199.389128.png
1341840199.421035 depth/1341840199.421035.png
1341840199.457202 depth/1341840199.457202.png
1341840199.489071 depth/1341840199.489071.png
1341840199.525788 depth/1341840199.525788.png
1341840199.557959 depth/1341840199.557959.png
1341840199.589976 depth/1341840199.589976.png
1341840199.625211 depth/1341840199.625211.png
1341840199.657423 depth/1341840199.657423.png
1341840199.693032 depth/1341840199.693032.png
1341840199.725069 depth/1341840199.725069.png
1341840199.757702 depth/1341840199.757702.png
1341840199.793098 depth/1341840199.793098.png
1341840199.825029 depth/1341840199.825029.png
1341840199.861152 depth/1341840199.861152.png
1341840199.893163 depth/1341840199.893163.png
1341840199.925717 depth/1341840199.925717.png
1341840199.961069 depth/1341840199.961069.png
1341840199.993113 depth/1341840199.993113.png
1341840200.029149 depth/1341840200.029149.png
1341840200.061065 depth/1341840200.061065.png
1341840200.093110 depth/1341840200.093110.png
1341840200.129040 depth/1341840200.129040.png
1341840200.161704 depth/1341840200.161704.png
1341840200.197067 depth/1341840200.197067.png
1341840200.229337 depth/1341840200.229337.png
1341840200.261125 depth/1341840200.261125.png
1341840200.297157 depth/1341840200.297157.png
1341840200.329074 depth/1341840200.329074.png
1341840200.361248 depth/1341840200.361248.png
1341840200.397064 depth/1341840200.397064.png
1341840200.430938 depth/1341840200.430938.png
1341840200.461087 depth/1341840200.461087.png
1341840200.497164 depth/1341840200.497164.png
1341840200.529067 depth/1341840200.529067.png
1341840200.565102 depth/1341840200.565102.png
1341840200.597446 depth/1341840200.597446.png
1341840200.629040 depth/1341840200.629040.png
1341840200.665131 depth/1341840200.665131.png
1341840200.697156 depth/1341840200.697156.png
1341840200.729145 depth/1341840200.729145.png
1341840200.765676 depth/1341840200.765676.png
1341840200.797055 depth/1341840200.797055.png
1341840200.829067 depth/1341840200.829067.png
1341840200.865161 depth/1341840200.865161.png
1341840200.897103 depth/1341840200.897103.png
1341840200.965232 depth/1341840200.965232.png
1341840201.026092 depth/1341840201.026092.png
1341840201.058140 depth/1341840201.058140.png
1341840201.094154 depth/1341840201.094154.png
1341840201.126103 depth/1341840201.126103.png
1341840201.162106 depth/1341840201.162106.png
1341840201.194083 depth/1341840201.194083.png
1341840201.226077 depth/1341840201.226077.png
1341840201.262048 depth/1341840201.262048.png
1341840201.294597 depth/1341840201.294597.png
1341840201.326057 depth/1341840201.326057.png
1341840201.362168 depth/1341840201.362168.png
1341840201.401118 depth/1341840201.401118.png
1341840201.462193 depth/1341840201.462193.png
